PERMNO,HTICK,HCOMNAM,HTSYMBOL,CUSIP,BEGDAT,ENDDAT
33371,,KILEMBE COPPER COBALT LTD,,49400810,1962-07-02,1975-02-28
33372,,EQUITEX INC,EQTX,29459240,1983-04-20,2006-05-22
33398,,NORTH AMERICAN GALV & CTNGS INC,NGA,65686Y10,1962-07-02,2010-07-28
33399,,EQUITY ENTERPRISES INC,,29465310,1972-12-14,1973-11-30
33400,,KING OPTICAL CORP,,49557610,1962-07-02,1982-07-08
33401,,EQUITY GOLD INC,,29468310,1980-10-15,1982-09-28
33419,,KINGSFORD CO,,49627810,1962-07-02,1973-03-12
33420,,EQUITY OIL CO,EQTY,29474910,1972-12-14,2004-07-19
33427,,KINGSTON PRODS CORP,,49699090,1962-07-02,1968-04-30
33428,,E R B LUMBER CO MI,ERBL,29480710,1972-12-14,1986-12-29
33435,,KIRBY INDUSTRIES INC,,49727810,1962-07-02,1976-09-30
33436,,ERICKSON CORP,,29481510,1975-12-22,1981-07-29
33443,,KIRKLAND MINERALS CORP,,49799190,1962-07-02,1963-08-01
33451,,KLEER VU INDUSTRIES INC,,49849420,1962-07-02,1996-11-06
33452,ERIC,ERICSSON,ERIC,29482160,1972-12-14,2024-12-31
33478,,KLEINERTS INC,KLRT,49855210,1962-07-02,1997-06-13
33479,,ENVIRONMENTAL COMMUNITIES INC,,29490210,1972-12-14,1974-09-03
33486,,KLEIN S DEPT STORES,,49899090,1962-07-02,1967-11-13
33487,,ENVIRONMENTAL CONTROL PRODS INC,,29490510,1972-12-14,1973-04-19
33494,,KLION H L,,49899190,1962-07-02,1965-08-20
33495,,EQUITY STRATEGIES FD INC,EQSF,29491810,1982-03-16,1986-06-11
33507,,KNOTT HOTELS CORP,,49922410,1962-07-02,1976-09-23
33508,,O H M CORP,,67083910,1982-08-11,1998-06-11
33515,,KOSTIN CORP,,50099190,1962-07-02,1963-10-09
33516,,ERIE LACKAWANNA INC,ERIE,29534910,1983-06-06,1991-12-19
33523,,L AIGLON APPAREL INC,,50175810,1962-07-02,1975-02-07
33524,,ERIE TECHNOLOGICAL PRODS INC,,29558710,1972-12-14,1975-12-30
33531,,KROPP FORGE CO,,50199090,1962-07-02,1967-09-13
33532,ESCA,ESCALADE INC,ESCA,29605610,1972-12-14,2024-12-31
33558,,KULKA SMITH ELECTRS,,50199290,1962-07-02,1964-09-14
33559,,ESSEX BANCORP INC,EXBC,29668510,1982-01-28,1983-02-28
33566,,L V O CORP,,50244410,1962-07-02,1974-10-31
33567,,ESSEX CORP,KEYW,29674410,1981-12-24,2007-01-25
33574,,LAFAYETTE RADIO ELECTRS CORP,,50675010,1962-07-02,1979-11-19
33575,,ESSEX COUNTY GAS CO,ECGC,29677210,1983-03-01,1998-09-29
33582,,LAKE SHORE MINES LTD,,51078610,1962-07-02,1985-07-29
33583,,ARDEN INTERNATIONAL KITCHENS,AIKI,03978210,1981-08-11,1994-11-30
33590,,LAKEY FDRY CORP,,51273210,1962-07-02,1963-08-01
33591,,ETHAN ALLEN INC,,29760010,1972-12-14,1980-01-28
33603,,LAMSON & SESSIONS CO,LMS,51369610,1962-07-02,2007-11-05
33604,,EVANS & MITCHELL INDS INC,,29909210,1972-12-14,1974-06-14
33611,,LAMB INDS INC,,51399090,1962-07-02,1967-05-19
33612,,EVANS & SUTHERLAND COMPUTER CORP,ESCC,29909610,1978-09-07,2009-07-07
33638,,LAMSON CORP,,51399290,1962-07-02,1965-05-27
33639,,EVANS INC,EVANE,29915530,1972-12-14,1999-09-24
33646,,LANDMARK LAND INC,,51506210,1962-07-02,1991-10-23
33647,,EVERGREEN RESOURCES INC,EVG,29990030,1981-12-21,2004-09-28
33654,,LARCHFIELD CORP,,51675010,1962-07-02,1965-04-30
33655,,EVERGOOD PRODUCTS CORP,EVGD,30014610,1983-03-23,1991-09-11
33662,,LANSTON INDS INC,,51699090,1962-07-02,1964-11-27
33663,,EVOLUTION TECHNOLOGIES,,30049210,1981-06-22,1982-03-23
33670,,LEADER INTERNATIONAL INDS INC,,52168710,1962-07-02,1973-11-29
33689,,LE TOURNEAU R G INC,,52199090,1962-07-02,1962-11-15
33690,,CONVERA CORP,CNVR,21191910,1980-09-02,2010-02-08
33697,,LEE MOTOR PRODUCTS INC,,52385810,1962-07-02,1969-01-20
33698,,EXCEL ENERGY CORP,EXLL,30065310,1977-10-19,1985-11-07
33718,,LEFCOURT RLTY CORP,,52499190,1962-07-02,1963-10-03
33719,,EXCELSIOR INVESTORS CO,EXCL,30073110,1972-12-14,1983-12-28
33726,,LEVINES INC,,52799090,1962-07-02,1966-12-29
33727,,EXCHANGE BANCORPORATION TAMPA,EXBN,30087110,1972-12-14,1982-12-31
33734,,LIBERTY FABRICS NY INC,,53048910,1962-07-02,1984-03-30
33735,,EXCHANGE BANCORP INC,EXCG,30086910,1982-05-28,1990-01-30
33742,,LIGHTING CORP AMER,,53299290,1962-07-02,1967-06-14
33743,,EXCHANGE OIL & GAS CORP,,30147010,1972-12-14,1975-11-11
33750,,LITHIUM CORP AMER,,53699290,1962-07-02,1967-06-19
33751,,EXCOA OIL & GAS INC,XCOA,30150010,1980-05-05,1983-12-14
33769,,LODGE & SHIPLEY CO,,54021010,1962-07-02,1987-03-12
33770,KINS,KINGSTONE COMPANIES INC,KINS,49671910,1978-12-04,2024-12-31
33777,,LONGINES WITTNAUER WATCH INC,,54306010,1962-07-02,1970-12-23
33778,,EXIDYNE INC,EXID,30205310,1980-05-06,1984-11-23
33785,,LORAL CORP,,54385910,1962-07-02,1996-04-29
33786,,EXOTECH INC,,30211010,1972-12-14,1973-05-23
33793,,LOUIS SHERRY INC,,54603010,1962-07-02,1970-07-09
33794,,EXOVIR INC,XOVR,30211610,1983-09-30,1990-11-08
33806,,LOUISIANA GENERAL SERVICES INC,,54625810,1962-07-02,1990-12-04
33807,,EXPEDITER SYSTEMS INC,,30212810,1972-12-14,1978-09-18
33814,,LOUISIANA LAND & EXPLORATION CO,,54626810,1962-07-02,1997-10-22
33815,,T X C O RESOURCES INC,TXCO,87311M10,1979-11-29,2009-05-27
33822,,LUCKY FRIDAY SILVER & LEAD,,54999090,1962-07-02,1964-03-31
33823,BOOM,D M C GLOBAL INC,BOOM,23291C10,1976-07-09,2024-12-31
33830,,LUNDY ELECTRONICS & SYSTEMS INC,,55037410,1962-07-02,1986-03-27
33831,,EXPO OIL N L,EXPOY,30214420,1981-06-25,1983-03-30
33849,LGL,L G L GROUP INC,LGL,50186A10,1962-07-02,2024-12-31
33850,,EXTEK MICROSYSTEMS INC,,30223510,1972-12-14,1973-04-06
33857,,M P O VIDEOTRONICS INC,,55339320,1962-07-02,1982-02-18
33858,,EXTRACORPOREAL MEDICAL SPCLTS IN,,30225610,1972-12-14,1978-05-25
33865,,M W A CO,,55400510,1962-07-02,1979-06-21
33866,,EXTRACTIVE FUELS INC,FUELE,30226110,1979-11-08,1984-09-26
33873,,MACKE CO,,55452830,1962-07-02,1981-01-29
33874,,F & B CECO INDS INC,,30236310,1972-12-14,1973-04-02
33881,,MACKEY AIRLS INC,,55499190,1962-07-02,1967-01-06
33882,,F & M NATIONAL CORP,,30237410,1976-11-23,2001-08-09
33902,,MAGELLAN PETROLEUM CORP,,55909110,1962-07-02,1968-06-03
33903,,F B TRUCK LINE CO,,30237910,1972-12-22,1979-07-05
33910,,MAGIC MARKER CORP,,55914210,1962-07-02,1979-01-22
33911,,F A F C O INC,FAFOC,30239010,1981-06-23,1987-08-17
33929,,MAGNA OIL CORP,,55924410,1962-07-02,1972-05-01
33930,,F C A INDUSTRIES INC,,30241710,1975-04-08,1976-04-28
33937,,MAINE & MARITIMES CORP,MAM,56037710,1962-07-02,2010-12-21
33945,,MAJESTIC SPECIALTIES INC,,56099090,1962-07-02,1965-02-24
33953,,MALLORY RANDALL CORP,,56126320,1962-07-02,1981-12-31
33954,,F M S MANAGEMENT SYSTEMS INC,,30251310,1972-12-14,1975-01-29
33961,,R B & W CORP,,74925210,1962-07-02,1995-03-31
33962,,F N I INC,FNOR,30253310,1972-12-14,1985-03-11
33988,,HOWE RICHARDSON INC,,44300910,1962-07-02,1990-04-25
33989,,F S C CORP,,30262210,1972-12-14,1982-10-27
33996,,MANSFIELD TIRE & RUBR CO,,56440210,1962-07-02,1977-10-19
33997,,FABRI TEK INC,,30285510,1972-12-14,1982-02-24
34008,,MARCONI INTERNATIONAL MARINE LTD,,56630210,1962-07-02,1968-06-21
34009,,FABRIC MART DRAPERIES INC,,30287310,1972-12-14,1973-06-21
34016,,MARLIN ROCKWELL CORP DE,,57199090,1962-07-02,1964-06-16
34017,,FABRICLAND INC,FBRC,30301410,1972-12-14,1991-07-16
34024,,MARYLAND CUP CORP,,57405510,1962-07-02,1983-08-31
34025,,FLEXIBLE CIRCUITS INC,,33937810,1973-01-09,1973-08-10
34032,MAS,MASCO CORP,MAS,57459910,1962-07-02,2024-12-31
34033,,F C S LABORATORIES INC,FCSIC,30290410,1984-03-27,1990-10-01
34040,,VARITY CORP,,92224R60,1962-07-02,1996-09-05
34041,,F D P CORP,FDPC,30290510,1983-08-12,1999-04-28
34059,,MAULE INDUSTRIES INC,,57743810,1962-07-02,1976-03-29
34067,,MAXXAM INC,MXM,57791310,1962-07-02,2009-12-23
34068,,FABULOUS INNS AMER,FABSC,30303010,1983-08-29,1988-08-08
34075,,MEAD JOHNSON & CO,,58299190,1962-07-02,1967-12-21
34076,,FAIR LANES INC,FAIR,30326120,1972-12-14,1987-03-26
34083,,MENASCO MANUFACTURING CO,,58644710,1962-07-02,1977-05-20
34091,,MERCHANTS REFRIGERATING CO,,58921210,1962-07-02,1969-09-17
34104,,METAL & THERMIT CORP,,59199090,1962-07-02,1962-12-19
34112,,MIAMI EXTRUDERS INC,,59399190,1962-07-02,1965-11-30
34113,,FALCON OIL & GAS INC,FLOG,30607020,1980-08-20,1995-02-08
34120,,MICHIGAN CHEMICAL CORP,,59425310,1962-07-02,1973-01-12
34121,,FALCON PRODUCTS INC,FCP,30607510,1973-04-03,2004-10-18
34139,,MICHIGAN SUGAR CO,,59472910,1962-07-02,1984-05-08
34140,,FALCON SCIENCES INC,FSFS,30607810,1983-07-22,1984-01-16
34147,,M A COM INC,,55261810,1962-07-02,1995-06-30
34155,,MICROMATIC HONE CORP,,59599090,1962-07-02,1963-12-02
34156,,FALCONER CO,,30610810,1972-12-14,1974-10-17
34163,,MIDWEST INVT CO,,59899090,1962-07-02,1967-06-23
34171,,MILL FACTORS CORP,,59987010,1962-07-02,1969-01-07
34172,,FAMILIAN CORP,FAMC,30686420,1972-12-14,1984-12-19
34198,,MILLER WOHL INC,,60063310,1962-07-02,1984-06-26
34199,,FAMILY ENTERTAINMENT CTRS INC,FMLYQ,30700410,1982-09-01,1984-10-03
34200,,MILO ELECTRONICS CORP,,60156610,1962-07-02,1970-06-26
34201,,FAMILY HEALTH SYS INC,FHSY,30701210,1983-08-29,1988-02-01
34219,,MINING CORP CDA,,60399190,1962-07-02,1963-11-22
34220,,FAMILY LIFE INSURANCE CO WA,,30702720,1972-12-14,1974-11-11
34227,,MIRRO CORP,,60473910,1962-07-02,1983-07-15
34228,,NATIONAL HOME HEALTH CARE CORP,NHHC,63638010,1983-12-08,2007-11-21
34235,,MOHAWK AIRLS INC,,60814910,1962-07-02,1972-04-12
34236,,FAMILY SHOWTIME THEATRES INC,EATS,30705610,1983-03-07,1985-05-08
34243,,MOLYBDENITE CORP CDA LTD,,60872720,1962-07-02,1972-01-20
34244,,FANON COURIER USA INC,FNON,30723810,1984-03-14,1985-09-30
34251,,MOLYCORP INC,,60874410,1962-07-02,1977-07-29
34278,,MONOGRAM INDUSTRIES INC DE,,60976210,1962-07-02,1983-08-25
34279,,FARADAY LABS INC,FDLB,30736210,1972-12-14,1987-06-30
34286,,MORSE ELECTRO PRODUCTS CORP,,61904110,1962-07-02,1976-07-12
34287,,COVISTA COMMUNICATIONS INC,CVST,22357410,1972-12-14,2005-06-30
34294,,MOUNT CLEMENS INDS INC,,62199090,1962-07-02,1964-12-31
34295,,FARED SYSTEMS INC,FARE,30744320,1982-09-03,1988-05-04
34307,,MOUNT DIABLO CO,,62199190,1962-07-02,1964-07-24
34308,,FARINON CORP,,30761010,1972-12-14,1980-02-15
34315,,MOUNT VERNON MLS INC,,62355510,1962-07-02,1982-05-11
34316,,FARM & HOME LIFE INS CO,,30763910,1972-12-14,1980-06-03
34323,,MOUNTAIN STATES TEL & TELEG CO,,62428410,1962-07-02,1980-12-22
34324,,FARM & HOME FINANCIAL CORP,FAHS,30762C10,1983-11-18,1994-06-30
34331,,MOVIE STAR INC,,62459010,1962-07-02,1988-01-19
34332,,FARM FRESH INC,FFSH,30766910,1983-03-29,1988-09-27
34358,,MOVIELAB INC,,62460710,1962-07-02,1987-03-06
34359,,FARM HOUSE FOODS CORP,FHFC,30767010,1975-08-01,1989-09-08
34366,,MURRAY OHIO MFG CO,,62715110,1962-07-02,1988-07-22
34367,FARM,FARMER BROTHERS CO,FARM,30767510,1972-12-14,2024-12-31
34374,,MUTER CO,,62822010,1962-07-02,1971-06-30
34382,,MUSKOGEE CO,,62899090,1962-07-02,1964-09-29
34383,,FARMERS GROUP INC,FGRP,30959410,1972-12-14,1988-12-16
34390,,N M S INDUSTRIES INC,,62925710,1962-07-02,1973-06-12
34391,,FARMERS NEW WORLD LIFE INS CO,,31022510,1972-12-14,1977-12-22
34403,,NACHMAN CORP,,62958110,1962-07-02,1964-11-25
34404,,FARR CO,FARC,31164810,1972-12-14,2000-05-08
34411,,N R M CORP,,62999090,1962-07-02,1967-07-03
34438,,MASS MERCHANDISERS INC IN,,57541810,1962-07-02,1985-10-29
34439,,FASHION TWO TWENTY INC,,31186010,1972-12-14,1982-07-08
34446,,NAT NAST INC,,63173620,1962-07-02,1966-04-28
34447,,FAST FOOD OPERATORS INC,POPI,31187010,1981-04-09,1991-12-06
34454,,NATIONAL ALFALFA DEHYDRAT & MLG,,63244810,1962-07-02,1976-04-22
34462,,NATIONAL BELLAS HESS INC,,63489210,1962-07-02,1974-07-10
34463,,FEDERAL SCREW WKS,FSCR,31381910,1972-12-14,2005-03-02
34470,,NATIONAL EQUIPTMENT RENT LTD,,63584210,1962-07-02,1969-08-08
34471,,FEDERATED CAPITAL CORP,,31409010,1973-04-04,1976-12-30
34489,,NATIONAL BREWING CO MICH,,63599090,1962-07-02,1963-08-01
34490,,FEDERATED GROUP INC,FEGP,31418710,1983-11-15,1987-10-27
34497,NPK,NATIONAL PRESTO INDS INC,NPK,63721510,1962-07-02,2024-12-31
34498,,ALFA CORP,ALFA,01538510,1978-06-21,2008-04-15
34518,,NATIONAL RADIO INC,,63728310,1962-07-02,1970-08-11
34519,,FEDERATED INCOME & PRIV PLACE FD,FINC,31419810,1972-12-14,1983-11-18
34526,,NATIONAL RES CORP,,63740210,1962-07-02,1963-05-07
34527,,FEDERATED INVESTORS INC,FINVB,31420720,1972-12-14,1982-11-01
34534,,NATIONAL PETE CORP,,63799190,1962-07-02,1967-08-17
34535,,FEDERATED NATURAL RESOURCES CORP,FNRCB,31423020,1982-10-25,1989-04-28
34542,,NATIONAL TELEFILM ASSOC INC,,63813110,1962-07-02,1963-07-18
34550,,NATIONAL UNION ELECTRIC CORP,,63835210,1962-07-02,1974-07-11
34551,,FELD LEASING INC,,31430610,1972-12-14,1974-10-22
34569,,NATIONAL VIDEO CORP,,63845410,1962-07-02,1969-02-20
34570,,BIOLOGICAL PRESERVATN,,09060210,1972-12-14,1973-02-06
34577,,NATIONAL TRANSIT CO,,63899290,1962-07-02,1965-03-23
34578,,FERROFLUIDICS CORP,FERO,31541420,1981-07-16,2000-01-27
34585,,NEDICKS STORES INC,,63999290,1962-07-02,1965-05-27
34586,,TRANS GLOBAL INTERACTIVE LTD,TGBR,89290970,1981-02-03,2003-02-27
34593,,NELLY DON INC,,64030310,1962-07-02,1978-05-17
34594,,FEY INDUSTRIES INC,FEYI,31561210,1979-01-08,1984-07-11
34606,,NESTLE LE MUR CO,,64106610,1962-07-02,1983-12-29
34607,,FIAT S P A,,31562130,1972-12-14,1976-04-09
34614,,NEW IDRIA INC,,64563110,1962-07-02,1981-12-23
34615,,FIBERSTATICS CORP,,31566610,1972-12-14,1973-08-24
34622,,NEW JERSEY ZINC CO,,64699090,1962-07-02,1966-02-25
34623,,FIBRONICS INTERNATIONAL INC,FBRX,31572210,1983-10-11,1994-03-30
34630,,LIPID SCIENCES INC ARIZ,LIPD,53630P10,1962-07-02,2008-09-30
34631,,FIDELCOR INC,FICR,31574310,1972-12-14,1988-02-29
34649,,BLAIR CORP,BL,09282810,1962-07-02,2007-04-30
34650,,FIDELITY FEDERAL SVG & LN GLE CA,FFED,31614210,1982-10-27,1983-12-12
34657,,NEW YORK AUCTION CO,,64999190,1962-07-02,1968-07-12
34658,,DIVERSIFIED INVESTMENT GROUP INC,DING,25491510,1984-06-12,1990-02-01
34665,,NEWCOR INC,NER,65118610,1962-07-02,2002-02-25
34666,LSTA,LISATA THERAPEUTICS INC,LSTA,12805830,1981-04-09,2024-12-31
34673,NPKI,N P K INTERNATIONAL INC,NPKI,65171850,1962-07-02,2024-12-31
34674,,FIDELITY OKLAHOMA INC,FDOK,31634210,1980-10-21,1984-10-16
34681,,NEXUS INDUSTRIES INC,,65333010,1962-07-02,1985-04-03
34682,,FIDELITY UNION LIFE INSURANCE CO,,31644110,1972-12-14,1979-09-21
34702,,NICKEL RIM MINES LTD,,65401310,1962-07-02,1963-01-31
34703,,FIDUCIARY & GENERAL CORP,FIDU,31647010,1981-12-14,1983-05-03
34710,,NORFOLK SOUTHERN RAILWAY CO,,65584710,1962-07-02,1973-12-31
34711,,FIFE CORP,,31659810,1972-12-14,1980-08-15
34729,,NOMA CORP,,65599090,1962-07-02,1964-05-22
34730,,FIFTH AVE CARDS INC,FIVE,31665730,1972-12-14,1985-12-19
34737,,NORAMCO INC,,65599290,1962-07-02,1967-02-02
34738,,FIFTH DIMENSION INC,FIVD,31671110,1972-12-14,1997-12-09
34745,,NORTH AMERICAN ROYALTIES INC,,65715210,1962-07-02,1983-10-19
34746,FITB,FIFTH THIRD BANCORP,FITB,31677310,1975-04-23,2024-12-31
34753,,NORTH CANADIAN OILS LTD,,65813610,1962-07-02,1994-12-09
34754,,FIFTH 3RD BANK CINCINNATI OH,,31677410,1972-12-14,1975-04-18
34761,,NORTH PA RR CO,,66153010,1962-07-02,1966-02-17
34788,,NORTH RANKIN NICKEL MINES LTD,,66176810,1962-07-02,1963-08-01
34789,,MONTCALM VINTERS INC,,61218910,1972-12-14,1974-12-04
34796,,NORTHEAST AIRLINES INC,,66402310,1962-07-02,1972-08-01
34797,,FILIGREE FOODS INC,,31700910,1972-12-14,1978-09-29
34809,,NOVO CORP,NOVQE,67009610,1962-07-02,1989-07-13
34810,,FILMTEC CORP,FTEC,31729310,1982-05-26,1985-08-07
34817,NUE,NUCOR CORP,NUE,67034610,1962-07-02,2024-12-31
34818,,SCHAWK INC,SGK,80637310,1983-08-31,2014-07-29
34825,,OAK INDUSTRIES INC,,67140050,1962-07-02,2000-01-28
34826,,FINAL TEST INC,FNLTQ,31734410,1983-12-13,1989-05-31
34833,OXY,OCCIDENTAL PETROLEUM CORP,OXY,67459910,1962-07-02,2024-12-31
34834,,FINALCO GROUP INC,FLCO,31734710,1983-08-12,1989-05-02
34841,,COVANTA ENERGY CORP,COV,22281N10,1962-07-02,2002-03-28
34842,,FINANCIAL INC,FINL,31754010,1978-10-13,1983-05-26
34868,,OHIO BRASS CO,,67719410,1962-07-02,1978-08-24
34869,,FINANCIAL INDUSTRIES CORP,FNINE,31757410,1972-12-14,2004-06-30
34876,,OLD TOWN CORP,,68031610,1962-07-02,1973-05-02
34877,,FINANCIAL INSTITUTION SVCS INC,FISI,31758210,1983-08-03,1985-12-09
34884,,O OKIEP COPPER LTD,,68340420,1962-07-02,1999-02-18
34885,,FINANCIAL RESOURCES GROUP,,31764410,1972-12-14,1974-12-09
34892,,OPELIKA MANUFACTURING CORP,OPKMQ,68357420,1962-07-02,1985-07-24
34893,,FINANCIAL SECURITY GROUP INC,,31766610,1972-12-14,1979-12-31
34905,,ORMAND INDUSTRIES INC,,68667910,1962-07-02,1990-11-09
34906,,FINANCIAL SECURITY S & L ASSO FL,FSSAE,31769510,1983-05-23,1987-11-09
34913,,O SULLIVAN CORP,,68860510,1962-07-02,1999-08-23
34914,,FINDLAY WALLY F GALLERIES INTL,,31772010,1972-12-14,1973-09-17
34921,,INTERWEST CORP,,46091010,1962-07-02,1988-01-18
34922,,DYANSEN CORP,DYAN,26745710,1983-08-04,1992-07-13
34936,NTIP,NETWORK 1 TECHNOLOGIES INC,NTIP,64121N10,1998-11-12,2024-12-31
34937,,CURTIS INTERNATIONAL LTD,CURT,23146110,1998-11-12,2001-06-11
34938,,SOCIETE EUROPEENNE DE COMM SA,SECAY,83366A10,1998-11-04,2000-10-13
34939,,SOCIETE EUROPEENNE DE COMM SA,SECBY,83366A20,1998-11-04,2000-10-13
34948,OXM,OXFORD INDUSTRIES INC,OXM,69149730,1962-07-02,2024-12-31
34949,,FINE ORGANICS INC,,31785510,1972-12-14,1973-05-14
34956,,P & A INDUSTRIES INC,,69275810,1962-07-02,1973-05-14
34957,,FINE PRODUCTS INC,,31786410,1973-02-15,1973-12-13
34964,,PACIFIC ASBESTOS CORP,,69383410,1962-07-02,1966-11-10
34965,,FINGERHUT CORP,,31786810,1972-12-14,1979-01-04
34972,,PACIFIC HOLDING CORP,,69440210,1962-07-02,1978-08-28
34973,,FINGERMATRIX INC,FINXC,31787010,1980-11-05,1993-01-27
34980,,PACIFIC NORTHWEST BELL TEL CO,,69466510,1962-07-02,1980-12-22
34981,,INTERACTIVE DATA CORP,IDC,45840J10,1982-07-14,2010-07-29
34999,,PACIFIC PETROLEUMS LTD,,69475010,1962-07-02,1979-03-12
35000,,PACIFIC NORTHN AIRLS,,69499690,1962-07-02,1967-06-30
35019,,PADDINGTON CORP,,69526790,1962-07-02,1967-05-23
35020,,FINNIGAN CORP,FNNG,31806710,1972-12-14,1990-09-14
35027,,PAGE HERSEY TUBES LTD,,69551390,1962-07-02,1964-10-14
35028,,FIRECOM INC,FRCM,31815710,1984-02-23,1990-12-18
35035,,PACKERS SUPERMARKETS,,69599190,1962-07-02,1968-10-18
35036,,FIRST & MERCHANTS CORP,FMCH,31839610,1972-12-14,1983-12-30
35043,,PACO INC,,69599290,1962-07-02,1964-01-02
35044,RF,REGIONS FINANCIAL CORP NEW,RF,7591EP10,1972-12-14,2024-12-31
35051,,PALL CORP,PLL,69642930,1962-07-02,2015-08-28
35052,,FIRST AMARILLO BANCORP TX,FAMA,31846710,1983-09-21,1993-11-30
35078,,PANCOASTAL INC,,69832930,1962-07-02,1968-06-03
35079,,FIRST AMERICAN BK & TR FLA,FIAMA,31847210,1980-09-23,1989-12-15
35086,,PANTEPEC OIL CO,,69899290,1962-07-02,1963-02-21
35087,,FIRST AMERICAN BK & TR FLA,FIAMB,31847220,1980-09-23,1989-12-15
35094,,PARK CHEMICAL CO,,70017810,1962-07-02,1986-07-07
35095,,AMERICAN NATIONAL BANK MD,,02833910,1972-12-14,1974-02-25
35107,PKE,PARK AEROSPACE CORP,PKE,70014A10,1962-07-02,2024-12-31
35108,,FIRST AMERICAN BK PALM BEACH FL,,31851310,1980-06-03,1980-09-22
35115,,MANPOWER INC NEW,,56418210,1962-07-02,1987-09-04
35116,,FIRST AMFED CORP,FAMF,31860410,1984-06-22,1993-12-31
35123,,PARKER PEN CO,,70111190,1962-07-02,1964-06-26
35124,,CORELOGIC INC,CLGX,21871D10,1972-12-14,2021-06-03
35131,,PATO CONSOLIDATED GD DRDG LTD BE,,70325110,1962-07-02,1979-10-10
35132,,FIRST AMERICAN FINANCIAL TX INC,FATX,31852410,1982-02-23,1983-05-02
35158,,PAXALL INC,PAXL,70422510,1962-07-02,1983-03-15
35159,,FIRST ARTISTS PRODTN LTD,,31861610,1972-12-14,1982-04-01
35166,,PEABODY INTERNATIONAL CORP,,70456210,1962-07-02,1985-10-24
35167,,FIRSTMERIT CORP,FMER,33791510,1982-01-04,2016-08-15
35174,,PEEL ELDER LTD,,70545510,1962-07-02,1974-08-19
35175,,FIRST AMERICAN CORP TN,,31890010,1972-12-14,1999-10-01
35182,,PENN TRAFFIC CO,,70783110,1962-07-02,1987-04-21
35183,,FIRST BANCSHARES LA INC,FBLA,31890110,1981-06-30,1985-01-10
35190,,PENROSE INDS CORP,,70935910,1962-07-02,1967-07-27
35191,,FIRST BANKSHARES TEXAS INC,FBTX,31890210,1983-01-21,1987-11-18
35203,,ROTONICS MANUFACTURING INC,RMI,77890310,1962-07-02,2007-01-26
35204,,FIRST OF AMERICA BANK CORP,,31890610,1978-05-04,1998-03-31
35211,,PENNZENERGY CO,,70931Q10,1962-07-02,1999-08-17
35238,,PEP BOYS MANNY MOE & JACK,PBY,71327810,1962-07-02,2016-02-03
35239,,FIRST BANKSHARES CORP SC,FBSH,31928810,1972-12-14,1984-11-29
35246,,PEPCOM INDUSTRIES INC,,71329510,1962-07-02,1980-09-29
35254,,PEPI INC,,71332110,1962-07-02,1973-10-31
35255,,FIRST BUILDERS BANCORP,,31938010,1972-12-14,1973-12-06
35262,,PERFECT PHOTO INC,,71372090,1962-07-02,1966-06-30
35263,TRMK,TRUSTMARK CORP,TRMK,89840210,1972-12-14,2024-12-31
35270,,PEPPERELL MFG CO,,71399090,1962-07-02,1965-03-26
35271,,FIRST CAPITAL FINANCIAL CORP,FRST,31941610,1982-03-01,1983-09-08
35289,,PERFECT CIRCLE CO,,71399190,1962-07-02,1963-07-01
35297,,PERMIAN CORP,,71499090,1962-07-02,1966-10-31
35298,,FIRST CAROLINA INVS INC,FCAR,31942010,1972-12-14,1992-03-13
35318,,PERUVIAN OILS & MINERALS LTD,,71570510,1962-07-02,1967-07-27
35319,,FIRST CITY FEDERAL SVGS & LN FL,FCSL,31962810,1981-05-21,1983-09-23
35326,,PHILLIPS SCREW CO,,71854110,1962-07-02,1978-06-01
35327,,FIRST COINVESTORS INC,COIN,31970310,1980-01-11,1987-07-08
35334,,PHOENIX STEEL CORP,,71915110,1962-07-02,1983-08-11
35335,,FIRST COLONY LIFE INS CO,,31974710,1972-12-14,1982-05-14
35342,,PIASECKI AIRCRAFT CORP,,71944010,1962-07-02,1972-01-20
35343,,FIRST COLORADO BANKSHARES INC,,31976510,1972-12-14,1973-10-04
35350,,PIERCE GOVERNOR INC,,72069610,1962-07-02,1971-04-06
35351,,FIRST COLUMBIA FINL CORP,FCLF,31976910,1982-08-03,1988-05-16
35369,,PILOT RADIO TELEVISION CORP,,72162910,1962-07-02,1967-08-03
35370,,FIRST COMMERCE CORP NEW ORLEANS,FCOM,31977910,1972-12-14,1998-06-12
35377,,PIONEER PLASTICS CORP,,72383510,1962-07-02,1975-11-19
35378,,FIRST COMMERCIAL CORP,FCLR,31982510,1973-04-10,1998-07-31
35385,,PITTSBURGH & LAKE ERIE RR CO,,72480210,1962-07-02,1968-06-20
35386,,FIRST CONNECTICUT BANCORP INC,FCBC,31984610,1972-12-14,1986-03-14
35393,,PITTWAY CORP OLD,,72578610,1962-07-02,1989-12-28
35394,,FIRST CONTINENTAL LIFE GROUP INC,,31989630,1976-06-03,1980-06-04
35406,,PLASTIC MATLS & POLYMERS,,72799090,1962-07-02,1964-06-22
35407,,FIRST COMMERCIAL BANCORP INC,FCOB,31990030,1980-11-10,1998-01-30
35414,,PLAZA GROUP INC,,72818510,1962-07-02,1974-09-12
35415,,FIRST CENTENNIAL CORP,FCLCA,31990110,1983-10-24,1992-07-31
35422,,PLY GEM INDUSTRIES INC,,72941610,1962-07-02,1997-09-04
